=== Symbol Debug Test ===
Enter Rust code (Ctrl+D to finish):
Father relationships set successfully.
Self and Self semantic checking completed successfully.
Namespace semantic checking completed successfully.

=== Symbol Debug Output ===
Node: Function(pm_rand_update) | Type: FunctionNode              | Symbol: Symbol{name='pm_rand_update', kind=FUNCTION, scopeLevel=0}
Node: PathExprSeg(i32)     | Type: PathExprSegNode           | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: i32                  | Type: IdentifierNode            | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: r                    | Type: IdentifierNode            | Symbol: Symbol{name='r', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(i32)     | Type: PathExprSegNode           | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: i32                  | Type: IdentifierNode            | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: k                    | Type: IdentifierNode            | Symbol: Symbol{name='k', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(i32)     | Type: PathExprSegNode           | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: i32                  | Type: IdentifierNode            | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='x', kind=PARAMETER, scopeLevel=1}
Node: PathExprSeg(x)       | Type: PathExprSegNode           | Symbol: Symbol{name='x', kind=PARAMETER, scopeLevel=1}
Node: x                    | Type: IdentifierNode            | Symbol: Symbol{name='x', kind=PARAMETER, scopeLevel=1}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='q', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(q)       | Type: PathExprSegNode           | Symbol: Symbol{name='q', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: q                    | Type: IdentifierNode            | Symbol: Symbol{name='q', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: new_x                | Type: IdentifierNode            | Symbol: Symbol{name='new_x', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(i32)     | Type: PathExprSegNode           | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: i32                  | Type: IdentifierNode            | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='a', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(a)       | Type: PathExprSegNode           | Symbol: Symbol{name='a', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: a                    | Type: IdentifierNode            | Symbol: Symbol{name='a', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='x', kind=PARAMETER, scopeLevel=1}
Node: PathExprSeg(x)       | Type: PathExprSegNode           | Symbol: Symbol{name='x', kind=PARAMETER, scopeLevel=1}
Node: x                    | Type: IdentifierNode            | Symbol: Symbol{name='x', kind=PARAMETER, scopeLevel=1}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='k', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(k)       | Type: PathExprSegNode           | Symbol: Symbol{name='k', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: k                    | Type: IdentifierNode            | Symbol: Symbol{name='k', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='q', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(q)       | Type: PathExprSegNode           | Symbol: Symbol{name='q', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: q                    | Type: IdentifierNode            | Symbol: Symbol{name='q', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='r', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(r)       | Type: PathExprSegNode           | Symbol: Symbol{name='r', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: r                    | Type: IdentifierNode            | Symbol: Symbol{name='r', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='k', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(k)       | Type: PathExprSegNode           | Symbol: Symbol{name='k', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: k                    | Type: IdentifierNode            | Symbol: Symbol{name='k', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='new_x', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(new_x)   | Type: PathExprSegNode           | Symbol: Symbol{name='new_x', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: new_x                | Type: IdentifierNode            | Symbol: Symbol{name='new_x', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='new_x', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(new_x)   | Type: PathExprSegNode           | Symbol: Symbol{name='new_x', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: new_x                | Type: IdentifierNode            | Symbol: Symbol{name='new_x', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='m', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(m)       | Type: PathExprSegNode           | Symbol: Symbol{name='m', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: m                    | Type: IdentifierNode            | Symbol: Symbol{name='m', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='new_x', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(new_x)   | Type: PathExprSegNode           | Symbol: Symbol{name='new_x', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: new_x                | Type: IdentifierNode            | Symbol: Symbol{name='new_x', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: Const(TEXT_SIZE)     | Type: ConstItemNode             | Symbol: Symbol{name='TEXT_SIZE', kind=CONSTANT, scopeLevel=0}
Node: TEXT_SIZE            | Type: IdentifierNode            | Symbol: Symbol{name='TEXT_SIZE', kind=CONSTANT, scopeLevel=0}
Node: PathExprSeg(usize)   | Type: PathExprSegNode           | Symbol: Symbol{name='usize', kind=BUILTIN_TYPE, scopeLevel=0}
Node: usize                | Type: IdentifierNode            | Symbol: Symbol{name='usize', kind=BUILTIN_TYPE, scopeLevel=0}
Node: Const(PATTERN_SIZE)  | Type: ConstItemNode             | Symbol: Symbol{name='PATTERN_SIZE', kind=CONSTANT, scopeLevel=0}
Node: PATTERN_SIZE         | Type: IdentifierNode            | Symbol: Symbol{name='PATTERN_SIZE', kind=CONSTANT, scopeLevel=0}
Node: PathExprSeg(usize)   | Type: PathExprSegNode           | Symbol: Symbol{name='usize', kind=BUILTIN_TYPE, scopeLevel=0}
Node: usize                | Type: IdentifierNode            | Symbol: Symbol{name='usize', kind=BUILTIN_TYPE, scopeLevel=0}
Node: Function(main)       | Type: FunctionNode              | Symbol: Symbol{name='main', kind=FUNCTION, scopeLevel=0}
Node: main                 | Type: IdentifierNode            | Symbol: Symbol{name='main', kind=FUNCTION, scopeLevel=0}
Node: text                 | Type: IdentifierNode            | Symbol: Symbol{name='text', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(i32)     | Type: PathExprSegNode           | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: i32                  | Type: IdentifierNode            | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='TEXT_SIZE', kind=CONSTANT, scopeLevel=0}
Node: PathExprSeg(TEXT_SIZE) | Type: PathExprSegNode           | Symbol: Symbol{name='TEXT_SIZE', kind=CONSTANT, scopeLevel=0}
Node: TEXT_SIZE            | Type: IdentifierNode            | Symbol: Symbol{name='TEXT_SIZE', kind=CONSTANT, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='TEXT_SIZE', kind=CONSTANT, scopeLevel=0}
Node: PathExprSeg(TEXT_SIZE) | Type: PathExprSegNode           | Symbol: Symbol{name='TEXT_SIZE', kind=CONSTANT, scopeLevel=0}
Node: TEXT_SIZE            | Type: IdentifierNode            | Symbol: Symbol{name='TEXT_SIZE', kind=CONSTANT, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='generate_text', kind=FUNCTION, scopeLevel=0}
Node: PathExprSeg(generate_text) | Type: PathExprSegNode           | Symbol: Symbol{name='generate_text', kind=FUNCTION, scopeLevel=0}
Node: generate_text        | Type: IdentifierNode            | Symbol: Symbol{name='generate_text', kind=FUNCTION, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='text', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(text)    | Type: PathExprSegNode           | Symbol: Symbol{name='text', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: text                 | Type: IdentifierNode            | Symbol: Symbol{name='text', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: pattern1             | Type: IdentifierNode            | Symbol: Symbol{name='pattern1', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(i32)     | Type: PathExprSegNode           | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: i32                  | Type: IdentifierNode            | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='PATTERN_SIZE', kind=CONSTANT, scopeLevel=0}
Node: PathExprSeg(PATTERN_SIZE) | Type: PathExprSegNode           | Symbol: Symbol{name='PATTERN_SIZE', kind=CONSTANT, scopeLevel=0}
Node: PATTERN_SIZE         | Type: IdentifierNode            | Symbol: Symbol{name='PATTERN_SIZE', kind=CONSTANT, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='PATTERN_SIZE', kind=CONSTANT, scopeLevel=0}
Node: PathExprSeg(PATTERN_SIZE) | Type: PathExprSegNode           | Symbol: Symbol{name='PATTERN_SIZE', kind=CONSTANT, scopeLevel=0}
Node: PATTERN_SIZE         | Type: IdentifierNode            | Symbol: Symbol{name='PATTERN_SIZE', kind=CONSTANT, scopeLevel=0}
Node: pattern1_len         | Type: IdentifierNode            | Symbol: Symbol{name='pattern1_len', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(i32)     | Type: PathExprSegNode           | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: i32                  | Type: IdentifierNode            | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='pattern1', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(pattern1) | Type: PathExprSegNode           | Symbol: Symbol{name='pattern1', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: pattern1             | Type: IdentifierNode            | Symbol: Symbol{name='pattern1', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='pattern1', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(pattern1) | Type: PathExprSegNode           | Symbol: Symbol{name='pattern1', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: pattern1             | Type: IdentifierNode            | Symbol: Symbol{name='pattern1', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='pattern1', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(pattern1) | Type: PathExprSegNode           | Symbol: Symbol{name='pattern1', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: pattern1             | Type: IdentifierNode            | Symbol: Symbol{name='pattern1', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: pattern2             | Type: IdentifierNode            | Symbol: Symbol{name='pattern2', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(i32)     | Type: PathExprSegNode           | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: i32                  | Type: IdentifierNode            | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='PATTERN_SIZE', kind=CONSTANT, scopeLevel=0}
Node: PathExprSeg(PATTERN_SIZE) | Type: PathExprSegNode           | Symbol: Symbol{name='PATTERN_SIZE', kind=CONSTANT, scopeLevel=0}
Node: PATTERN_SIZE         | Type: IdentifierNode            | Symbol: Symbol{name='PATTERN_SIZE', kind=CONSTANT, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='PATTERN_SIZE', kind=CONSTANT, scopeLevel=0}
Node: PathExprSeg(PATTERN_SIZE) | Type: PathExprSegNode           | Symbol: Symbol{name='PATTERN_SIZE', kind=CONSTANT, scopeLevel=0}
Node: PATTERN_SIZE         | Type: IdentifierNode            | Symbol: Symbol{name='PATTERN_SIZE', kind=CONSTANT, scopeLevel=0}
Node: pattern2_len         | Type: IdentifierNode            | Symbol: Symbol{name='pattern2_len', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(i32)     | Type: PathExprSegNode           | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: i32                  | Type: IdentifierNode            | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='pattern2', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(pattern2) | Type: PathExprSegNode           | Symbol: Symbol{name='pattern2', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: pattern2             | Type: IdentifierNode            | Symbol: Symbol{name='pattern2', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='pattern2', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(pattern2) | Type: PathExprSegNode           | Symbol: Symbol{name='pattern2', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: pattern2             | Type: IdentifierNode            | Symbol: Symbol{name='pattern2', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='pattern2', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(pattern2) | Type: PathExprSegNode           | Symbol: Symbol{name='pattern2', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: pattern2             | Type: IdentifierNode            | Symbol: Symbol{name='pattern2', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='pattern2', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(pattern2) | Type: PathExprSegNode           | Symbol: Symbol{name='pattern2', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: pattern2             | Type: IdentifierNode            | Symbol: Symbol{name='pattern2', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='pattern2', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(pattern2) | Type: PathExprSegNode           | Symbol: Symbol{name='pattern2', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: pattern2             | Type: IdentifierNode            | Symbol: Symbol{name='pattern2', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: pattern3             | Type: IdentifierNode            | Symbol: Symbol{name='pattern3', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(i32)     | Type: PathExprSegNode           | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: i32                  | Type: IdentifierNode            | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='PATTERN_SIZE', kind=CONSTANT, scopeLevel=0}
Node: PathExprSeg(PATTERN_SIZE) | Type: PathExprSegNode           | Symbol: Symbol{name='PATTERN_SIZE', kind=CONSTANT, scopeLevel=0}
Node: PATTERN_SIZE         | Type: IdentifierNode            | Symbol: Symbol{name='PATTERN_SIZE', kind=CONSTANT, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='PATTERN_SIZE', kind=CONSTANT, scopeLevel=0}
Node: PathExprSeg(PATTERN_SIZE) | Type: PathExprSegNode           | Symbol: Symbol{name='PATTERN_SIZE', kind=CONSTANT, scopeLevel=0}
Node: PATTERN_SIZE         | Type: IdentifierNode            | Symbol: Symbol{name='PATTERN_SIZE', kind=CONSTANT, scopeLevel=0}
Node: pattern3_len         | Type: IdentifierNode            | Symbol: Symbol{name='pattern3_len', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(i32)     | Type: PathExprSegNode           | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: i32                  | Type: IdentifierNode            | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='pattern3', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(pattern3) | Type: PathExprSegNode           | Symbol: Symbol{name='pattern3', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: pattern3             | Type: IdentifierNode            | Symbol: Symbol{name='pattern3', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='pattern3', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(pattern3) | Type: PathExprSegNode           | Symbol: Symbol{name='pattern3', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: pattern3             | Type: IdentifierNode            | Symbol: Symbol{name='pattern3', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: count1               | Type: IdentifierNode            | Symbol: Symbol{name='count1', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(i32)     | Type: PathExprSegNode           | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: i32                  | Type: IdentifierNode            | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='find_pattern', kind=FUNCTION, scopeLevel=0}
Node: PathExprSeg(find_pattern) | Type: PathExprSegNode           | Symbol: Symbol{name='find_pattern', kind=FUNCTION, scopeLevel=0}
Node: find_pattern         | Type: IdentifierNode            | Symbol: Symbol{name='find_pattern', kind=FUNCTION, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='text', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(text)    | Type: PathExprSegNode           | Symbol: Symbol{name='text', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: text                 | Type: IdentifierNode            | Symbol: Symbol{name='text', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='pattern1', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(pattern1) | Type: PathExprSegNode           | Symbol: Symbol{name='pattern1', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: pattern1             | Type: IdentifierNode            | Symbol: Symbol{name='pattern1', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='pattern1_len', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(pattern1_len) | Type: PathExprSegNode           | Symbol: Symbol{name='pattern1_len', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: pattern1_len         | Type: IdentifierNode            | Symbol: Symbol{name='pattern1_len', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='printlnInt', kind=FUNCTION, scopeLevel=0}
Node: PathExprSeg(printlnInt) | Type: PathExprSegNode           | Symbol: Symbol{name='printlnInt', kind=FUNCTION, scopeLevel=0}
Node: printlnInt           | Type: IdentifierNode            | Symbol: Symbol{name='printlnInt', kind=FUNCTION, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='count1', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(count1)  | Type: PathExprSegNode           | Symbol: Symbol{name='count1', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: count1               | Type: IdentifierNode            | Symbol: Symbol{name='count1', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: count2               | Type: IdentifierNode            | Symbol: Symbol{name='count2', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(i32)     | Type: PathExprSegNode           | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: i32                  | Type: IdentifierNode            | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='find_pattern_with_wildcard', kind=FUNCTION, scopeLevel=0}
Node: PathExprSeg(find_pattern_with_wildcard) | Type: PathExprSegNode           | Symbol: Symbol{name='find_pattern_with_wildcard', kind=FUNCTION, scopeLevel=0}
Node: find_pattern_with_wildcard | Type: IdentifierNode            | Symbol: Symbol{name='find_pattern_with_wildcard', kind=FUNCTION, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='text', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(text)    | Type: PathExprSegNode           | Symbol: Symbol{name='text', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: text                 | Type: IdentifierNode            | Symbol: Symbol{name='text', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='pattern2', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(pattern2) | Type: PathExprSegNode           | Symbol: Symbol{name='pattern2', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: pattern2             | Type: IdentifierNode            | Symbol: Symbol{name='pattern2', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='pattern2_len', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(pattern2_len) | Type: PathExprSegNode           | Symbol: Symbol{name='pattern2_len', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: pattern2_len         | Type: IdentifierNode            | Symbol: Symbol{name='pattern2_len', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='printlnInt', kind=FUNCTION, scopeLevel=0}
Node: PathExprSeg(printlnInt) | Type: PathExprSegNode           | Symbol: Symbol{name='printlnInt', kind=FUNCTION, scopeLevel=0}
Node: printlnInt           | Type: IdentifierNode            | Symbol: Symbol{name='printlnInt', kind=FUNCTION, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='count2', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(count2)  | Type: PathExprSegNode           | Symbol: Symbol{name='count2', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: count2               | Type: IdentifierNode            | Symbol: Symbol{name='count2', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: count3               | Type: IdentifierNode            | Symbol: Symbol{name='count3', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(i32)     | Type: PathExprSegNode           | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: i32                  | Type: IdentifierNode            | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='find_complex_pattern', kind=FUNCTION, scopeLevel=0}
Node: PathExprSeg(find_complex_pattern) | Type: PathExprSegNode           | Symbol: Symbol{name='find_complex_pattern', kind=FUNCTION, scopeLevel=0}
Node: find_complex_pattern | Type: IdentifierNode            | Symbol: Symbol{name='find_complex_pattern', kind=FUNCTION, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='text', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(text)    | Type: PathExprSegNode           | Symbol: Symbol{name='text', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: text                 | Type: IdentifierNode            | Symbol: Symbol{name='text', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='printlnInt', kind=FUNCTION, scopeLevel=0}
Node: PathExprSeg(printlnInt) | Type: PathExprSegNode           | Symbol: Symbol{name='printlnInt', kind=FUNCTION, scopeLevel=0}
Node: printlnInt           | Type: IdentifierNode            | Symbol: Symbol{name='printlnInt', kind=FUNCTION, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='count3', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(count3)  | Type: PathExprSegNode           | Symbol: Symbol{name='count3', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: count3               | Type: IdentifierNode            | Symbol: Symbol{name='count3', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: result               | Type: IdentifierNode            | Symbol: Symbol{name='result', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(i32)     | Type: PathExprSegNode           | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
