=== Symbol Debug Test ===
Enter Rust code (Ctrl+D to finish):
Father relationships set successfully.
Self and Self semantic checking completed successfully.
Namespace semantic checking completed successfully.

=== Symbol Debug Output ===
Node: Function(pm_rand_update) | Type: FunctionNode              | Symbol: Symbol{name='pm_rand_update', kind=FUNCTION, scopeLevel=0}
Node: PathExprSeg(i32)     | Type: PathExprSegNode           | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: i32                  | Type: IdentifierNode            | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: r                    | Type: IdentifierNode            | Symbol: Symbol{name='r', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(i32)     | Type: PathExprSegNode           | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: i32                  | Type: IdentifierNode            | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: k                    | Type: IdentifierNode            | Symbol: Symbol{name='k', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(i32)     | Type: PathExprSegNode           | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: i32                  | Type: IdentifierNode            | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='x', kind=PARAMETER, scopeLevel=1}
Node: PathExprSeg(x)       | Type: PathExprSegNode           | Symbol: Symbol{name='x', kind=PARAMETER, scopeLevel=1}
Node: x                    | Type: IdentifierNode            | Symbol: Symbol{name='x', kind=PARAMETER, scopeLevel=1}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='q', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(q)       | Type: PathExprSegNode           | Symbol: Symbol{name='q', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: q                    | Type: IdentifierNode            | Symbol: Symbol{name='q', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: new_x                | Type: IdentifierNode            | Symbol: Symbol{name='new_x', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(i32)     | Type: PathExprSegNode           | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: i32                  | Type: IdentifierNode            | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='a', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(a)       | Type: PathExprSegNode           | Symbol: Symbol{name='a', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: a                    | Type: IdentifierNode            | Symbol: Symbol{name='a', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='x', kind=PARAMETER, scopeLevel=1}
Node: PathExprSeg(x)       | Type: PathExprSegNode           | Symbol: Symbol{name='x', kind=PARAMETER, scopeLevel=1}
Node: x                    | Type: IdentifierNode            | Symbol: Symbol{name='x', kind=PARAMETER, scopeLevel=1}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='k', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(k)       | Type: PathExprSegNode           | Symbol: Symbol{name='k', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: k                    | Type: IdentifierNode            | Symbol: Symbol{name='k', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='q', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(q)       | Type: PathExprSegNode           | Symbol: Symbol{name='q', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: q                    | Type: IdentifierNode            | Symbol: Symbol{name='q', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='r', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(r)       | Type: PathExprSegNode           | Symbol: Symbol{name='r', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: r                    | Type: IdentifierNode            | Symbol: Symbol{name='r', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='k', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(k)       | Type: PathExprSegNode           | Symbol: Symbol{name='k', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: k                    | Type: IdentifierNode            | Symbol: Symbol{name='k', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='new_x', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(new_x)   | Type: PathExprSegNode           | Symbol: Symbol{name='new_x', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: new_x                | Type: IdentifierNode            | Symbol: Symbol{name='new_x', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='new_x', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(new_x)   | Type: PathExprSegNode           | Symbol: Symbol{name='new_x', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: new_x                | Type: IdentifierNode            | Symbol: Symbol{name='new_x', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='m', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(m)       | Type: PathExprSegNode           | Symbol: Symbol{name='m', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: m                    | Type: IdentifierNode            | Symbol: Symbol{name='m', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='new_x', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(new_x)   | Type: PathExprSegNode           | Symbol: Symbol{name='new_x', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: new_x                | Type: IdentifierNode            | Symbol: Symbol{name='new_x', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: Const(STATE_A)       | Type: ConstItemNode             | Symbol: Symbol{name='STATE_A', kind=CONSTANT, scopeLevel=0}
Node: STATE_A              | Type: IdentifierNode            | Symbol: Symbol{name='STATE_A', kind=CONSTANT, scopeLevel=0}
Node: PathExprSeg(usize)   | Type: PathExprSegNode           | Symbol: Symbol{name='usize', kind=BUILTIN_TYPE, scopeLevel=0}
Node: usize                | Type: IdentifierNode            | Symbol: Symbol{name='usize', kind=BUILTIN_TYPE, scopeLevel=0}
Node: Const(STATE_B)       | Type: ConstItemNode             | Symbol: Symbol{name='STATE_B', kind=CONSTANT, scopeLevel=0}
Node: STATE_B              | Type: IdentifierNode            | Symbol: Symbol{name='STATE_B', kind=CONSTANT, scopeLevel=0}
Node: PathExprSeg(usize)   | Type: PathExprSegNode           | Symbol: Symbol{name='usize', kind=BUILTIN_TYPE, scopeLevel=0}
Node: usize                | Type: IdentifierNode            | Symbol: Symbol{name='usize', kind=BUILTIN_TYPE, scopeLevel=0}
Node: Const(STATE_C)       | Type: ConstItemNode             | Symbol: Symbol{name='STATE_C', kind=CONSTANT, scopeLevel=0}
Node: STATE_C              | Type: IdentifierNode            | Symbol: Symbol{name='STATE_C', kind=CONSTANT, scopeLevel=0}
Node: PathExprSeg(usize)   | Type: PathExprSegNode           | Symbol: Symbol{name='usize', kind=BUILTIN_TYPE, scopeLevel=0}
Node: usize                | Type: IdentifierNode            | Symbol: Symbol{name='usize', kind=BUILTIN_TYPE, scopeLevel=0}
Node: Const(STATE_D)       | Type: ConstItemNode             | Symbol: Symbol{name='STATE_D', kind=CONSTANT, scopeLevel=0}
Node: STATE_D              | Type: IdentifierNode            | Symbol: Symbol{name='STATE_D', kind=CONSTANT, scopeLevel=0}
Node: PathExprSeg(usize)   | Type: PathExprSegNode           | Symbol: Symbol{name='usize', kind=BUILTIN_TYPE, scopeLevel=0}
Node: usize                | Type: IdentifierNode            | Symbol: Symbol{name='usize', kind=BUILTIN_TYPE, scopeLevel=0}
Node: Const(STATE_E)       | Type: ConstItemNode             | Symbol: Symbol{name='STATE_E', kind=CONSTANT, scopeLevel=0}
Node: STATE_E              | Type: IdentifierNode            | Symbol: Symbol{name='STATE_E', kind=CONSTANT, scopeLevel=0}
Node: PathExprSeg(usize)   | Type: PathExprSegNode           | Symbol: Symbol{name='usize', kind=BUILTIN_TYPE, scopeLevel=0}
Node: usize                | Type: IdentifierNode            | Symbol: Symbol{name='usize', kind=BUILTIN_TYPE, scopeLevel=0}
Node: Const(STATE_F)       | Type: ConstItemNode             | Symbol: Symbol{name='STATE_F', kind=CONSTANT, scopeLevel=0}
Node: STATE_F              | Type: IdentifierNode            | Symbol: Symbol{name='STATE_F', kind=CONSTANT, scopeLevel=0}
Node: PathExprSeg(usize)   | Type: PathExprSegNode           | Symbol: Symbol{name='usize', kind=BUILTIN_TYPE, scopeLevel=0}
Node: usize                | Type: IdentifierNode            | Symbol: Symbol{name='usize', kind=BUILTIN_TYPE, scopeLevel=0}
Node: Const(STATE_G)       | Type: ConstItemNode             | Symbol: Symbol{name='STATE_G', kind=CONSTANT, scopeLevel=0}
Node: STATE_G              | Type: IdentifierNode            | Symbol: Symbol{name='STATE_G', kind=CONSTANT, scopeLevel=0}
Node: PathExprSeg(usize)   | Type: PathExprSegNode           | Symbol: Symbol{name='usize', kind=BUILTIN_TYPE, scopeLevel=0}
Node: usize                | Type: IdentifierNode            | Symbol: Symbol{name='usize', kind=BUILTIN_TYPE, scopeLevel=0}
Node: Const(STATE_H)       | Type: ConstItemNode             | Symbol: Symbol{name='STATE_H', kind=CONSTANT, scopeLevel=0}
Node: STATE_H              | Type: IdentifierNode            | Symbol: Symbol{name='STATE_H', kind=CONSTANT, scopeLevel=0}
Node: PathExprSeg(usize)   | Type: PathExprSegNode           | Symbol: Symbol{name='usize', kind=BUILTIN_TYPE, scopeLevel=0}
Node: usize                | Type: IdentifierNode            | Symbol: Symbol{name='usize', kind=BUILTIN_TYPE, scopeLevel=0}
Node: Const(INPUT_X)       | Type: ConstItemNode             | Symbol: Symbol{name='INPUT_X', kind=CONSTANT, scopeLevel=0}
Node: INPUT_X              | Type: IdentifierNode            | Symbol: Symbol{name='INPUT_X', kind=CONSTANT, scopeLevel=0}
Node: PathExprSeg(usize)   | Type: PathExprSegNode           | Symbol: Symbol{name='usize', kind=BUILTIN_TYPE, scopeLevel=0}
Node: usize                | Type: IdentifierNode            | Symbol: Symbol{name='usize', kind=BUILTIN_TYPE, scopeLevel=0}
Node: Const(INPUT_Y)       | Type: ConstItemNode             | Symbol: Symbol{name='INPUT_Y', kind=CONSTANT, scopeLevel=0}
Node: INPUT_Y              | Type: IdentifierNode            | Symbol: Symbol{name='INPUT_Y', kind=CONSTANT, scopeLevel=0}
Node: PathExprSeg(usize)   | Type: PathExprSegNode           | Symbol: Symbol{name='usize', kind=BUILTIN_TYPE, scopeLevel=0}
Node: usize                | Type: IdentifierNode            | Symbol: Symbol{name='usize', kind=BUILTIN_TYPE, scopeLevel=0}
Node: Const(INPUT_Z)       | Type: ConstItemNode             | Symbol: Symbol{name='INPUT_Z', kind=CONSTANT, scopeLevel=0}
Node: INPUT_Z              | Type: IdentifierNode            | Symbol: Symbol{name='INPUT_Z', kind=CONSTANT, scopeLevel=0}
Node: PathExprSeg(usize)   | Type: PathExprSegNode           | Symbol: Symbol{name='usize', kind=BUILTIN_TYPE, scopeLevel=0}
Node: usize                | Type: IdentifierNode            | Symbol: Symbol{name='usize', kind=BUILTIN_TYPE, scopeLevel=0}
Node: Const(NUM_INPUTS)    | Type: ConstItemNode             | Symbol: Symbol{name='NUM_INPUTS', kind=CONSTANT, scopeLevel=0}
Node: NUM_INPUTS           | Type: IdentifierNode            | Symbol: Symbol{name='NUM_INPUTS', kind=CONSTANT, scopeLevel=0}
Node: PathExprSeg(i32)     | Type: PathExprSegNode           | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: i32                  | Type: IdentifierNode            | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: Function(setup_fsm)  | Type: FunctionNode              | Symbol: Symbol{name='setup_fsm', kind=FUNCTION, scopeLevel=0}
Node: setup_fsm            | Type: IdentifierNode            | Symbol: Symbol{name='setup_fsm', kind=FUNCTION, scopeLevel=0}
Node: transition_table     | Type: IdentifierNode            | Symbol: Symbol{name='transition_table', kind=PARAMETER, scopeLevel=1}
Node: PathExprSeg(usize)   | Type: PathExprSegNode           | Symbol: Symbol{name='usize', kind=BUILTIN_TYPE, scopeLevel=0}
Node: usize                | Type: IdentifierNode            | Symbol: Symbol{name='usize', kind=BUILTIN_TYPE, scopeLevel=0}
Node: output_table         | Type: IdentifierNode            | Symbol: Symbol{name='output_table', kind=PARAMETER, scopeLevel=1}
Node: PathExprSeg(i32)     | Type: PathExprSegNode           | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: i32                  | Type: IdentifierNode            | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='transition_table', kind=PARAMETER, scopeLevel=1}
Node: PathExprSeg(transition_table) | Type: PathExprSegNode           | Symbol: Symbol{name='transition_table', kind=PARAMETER, scopeLevel=1}
Node: transition_table     | Type: IdentifierNode            | Symbol: Symbol{name='transition_table', kind=PARAMETER, scopeLevel=1}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='STATE_A', kind=CONSTANT, scopeLevel=0}
Node: PathExprSeg(STATE_A) | Type: PathExprSegNode           | Symbol: Symbol{name='STATE_A', kind=CONSTANT, scopeLevel=0}
Node: STATE_A              | Type: IdentifierNode            | Symbol: Symbol{name='STATE_A', kind=CONSTANT, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='INPUT_X', kind=CONSTANT, scopeLevel=0}
Node: PathExprSeg(INPUT_X) | Type: PathExprSegNode           | Symbol: Symbol{name='INPUT_X', kind=CONSTANT, scopeLevel=0}
Node: INPUT_X              | Type: IdentifierNode            | Symbol: Symbol{name='INPUT_X', kind=CONSTANT, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='STATE_B', kind=CONSTANT, scopeLevel=0}
Node: PathExprSeg(STATE_B) | Type: PathExprSegNode           | Symbol: Symbol{name='STATE_B', kind=CONSTANT, scopeLevel=0}
Node: STATE_B              | Type: IdentifierNode            | Symbol: Symbol{name='STATE_B', kind=CONSTANT, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='transition_table', kind=PARAMETER, scopeLevel=1}
Node: PathExprSeg(transition_table) | Type: PathExprSegNode           | Symbol: Symbol{name='transition_table', kind=PARAMETER, scopeLevel=1}
Node: transition_table     | Type: IdentifierNode            | Symbol: Symbol{name='transition_table', kind=PARAMETER, scopeLevel=1}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='STATE_A', kind=CONSTANT, scopeLevel=0}
Node: PathExprSeg(STATE_A) | Type: PathExprSegNode           | Symbol: Symbol{name='STATE_A', kind=CONSTANT, scopeLevel=0}
Node: STATE_A              | Type: IdentifierNode            | Symbol: Symbol{name='STATE_A', kind=CONSTANT, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='INPUT_Y', kind=CONSTANT, scopeLevel=0}
Node: PathExprSeg(INPUT_Y) | Type: PathExprSegNode           | Symbol: Symbol{name='INPUT_Y', kind=CONSTANT, scopeLevel=0}
Node: INPUT_Y              | Type: IdentifierNode            | Symbol: Symbol{name='INPUT_Y', kind=CONSTANT, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='STATE_C', kind=CONSTANT, scopeLevel=0}
Node: PathExprSeg(STATE_C) | Type: PathExprSegNode           | Symbol: Symbol{name='STATE_C', kind=CONSTANT, scopeLevel=0}
Node: STATE_C              | Type: IdentifierNode            | Symbol: Symbol{name='STATE_C', kind=CONSTANT, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='transition_table', kind=PARAMETER, scopeLevel=1}
Node: PathExprSeg(transition_table) | Type: PathExprSegNode           | Symbol: Symbol{name='transition_table', kind=PARAMETER, scopeLevel=1}
Node: transition_table     | Type: IdentifierNode            | Symbol: Symbol{name='transition_table', kind=PARAMETER, scopeLevel=1}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='STATE_A', kind=CONSTANT, scopeLevel=0}
Node: PathExprSeg(STATE_A) | Type: PathExprSegNode           | Symbol: Symbol{name='STATE_A', kind=CONSTANT, scopeLevel=0}
Node: STATE_A              | Type: IdentifierNode            | Symbol: Symbol{name='STATE_A', kind=CONSTANT, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='INPUT_Z', kind=CONSTANT, scopeLevel=0}
Node: PathExprSeg(INPUT_Z) | Type: PathExprSegNode           | Symbol: Symbol{name='INPUT_Z', kind=CONSTANT, scopeLevel=0}
Node: INPUT_Z              | Type: IdentifierNode            | Symbol: Symbol{name='INPUT_Z', kind=CONSTANT, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='STATE_A', kind=CONSTANT, scopeLevel=0}
Node: PathExprSeg(STATE_A) | Type: PathExprSegNode           | Symbol: Symbol{name='STATE_A', kind=CONSTANT, scopeLevel=0}
Node: STATE_A              | Type: IdentifierNode            | Symbol: Symbol{name='STATE_A', kind=CONSTANT, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='output_table', kind=PARAMETER, scopeLevel=1}
Node: PathExprSeg(output_table) | Type: PathExprSegNode           | Symbol: Symbol{name='output_table', kind=PARAMETER, scopeLevel=1}
Node: output_table         | Type: IdentifierNode            | Symbol: Symbol{name='output_table', kind=PARAMETER, scopeLevel=1}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='STATE_A', kind=CONSTANT, scopeLevel=0}
Node: PathExprSeg(STATE_A) | Type: PathExprSegNode           | Symbol: Symbol{name='STATE_A', kind=CONSTANT, scopeLevel=0}
Node: STATE_A              | Type: IdentifierNode            | Symbol: Symbol{name='STATE_A', kind=CONSTANT, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='INPUT_X', kind=CONSTANT, scopeLevel=0}
Node: PathExprSeg(INPUT_X) | Type: PathExprSegNode           | Symbol: Symbol{name='INPUT_X', kind=CONSTANT, scopeLevel=0}
Node: INPUT_X              | Type: IdentifierNode            | Symbol: Symbol{name='INPUT_X', kind=CONSTANT, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='output_table', kind=PARAMETER, scopeLevel=1}
Node: PathExprSeg(output_table) | Type: PathExprSegNode           | Symbol: Symbol{name='output_table', kind=PARAMETER, scopeLevel=1}
Node: output_table         | Type: IdentifierNode            | Symbol: Symbol{name='output_table', kind=PARAMETER, scopeLevel=1}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='STATE_A', kind=CONSTANT, scopeLevel=0}
Node: PathExprSeg(STATE_A) | Type: PathExprSegNode           | Symbol: Symbol{name='STATE_A', kind=CONSTANT, scopeLevel=0}
Node: STATE_A              | Type: IdentifierNode            | Symbol: Symbol{name='STATE_A', kind=CONSTANT, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='INPUT_Y', kind=CONSTANT, scopeLevel=0}
Node: PathExprSeg(INPUT_Y) | Type: PathExprSegNode           | Symbol: Symbol{name='INPUT_Y', kind=CONSTANT, scopeLevel=0}
Node: INPUT_Y              | Type: IdentifierNode            | Symbol: Symbol{name='INPUT_Y', kind=CONSTANT, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='output_table', kind=PARAMETER, scopeLevel=1}
Node: PathExprSeg(output_table) | Type: PathExprSegNode           | Symbol: Symbol{name='output_table', kind=PARAMETER, scopeLevel=1}
Node: output_table         | Type: IdentifierNode            | Symbol: Symbol{name='output_table', kind=PARAMETER, scopeLevel=1}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='STATE_A', kind=CONSTANT, scopeLevel=0}
Node: PathExprSeg(STATE_A) | Type: PathExprSegNode           | Symbol: Symbol{name='STATE_A', kind=CONSTANT, scopeLevel=0}
Node: STATE_A              | Type: IdentifierNode            | Symbol: Symbol{name='STATE_A', kind=CONSTANT, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='INPUT_Z', kind=CONSTANT, scopeLevel=0}
Node: PathExprSeg(INPUT_Z) | Type: PathExprSegNode           | Symbol: Symbol{name='INPUT_Z', kind=CONSTANT, scopeLevel=0}
Node: INPUT_Z              | Type: IdentifierNode            | Symbol: Symbol{name='INPUT_Z', kind=CONSTANT, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='transition_table', kind=PARAMETER, scopeLevel=1}
Node: PathExprSeg(transition_table) | Type: PathExprSegNode           | Symbol: Symbol{name='transition_table', kind=PARAMETER, scopeLevel=1}
Node: transition_table     | Type: IdentifierNode            | Symbol: Symbol{name='transition_table', kind=PARAMETER, scopeLevel=1}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='STATE_B', kind=CONSTANT, scopeLevel=0}
Node: PathExprSeg(STATE_B) | Type: PathExprSegNode           | Symbol: Symbol{name='STATE_B', kind=CONSTANT, scopeLevel=0}
Node: STATE_B              | Type: IdentifierNode            | Symbol: Symbol{name='STATE_B', kind=CONSTANT, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='INPUT_X', kind=CONSTANT, scopeLevel=0}
Node: PathExprSeg(INPUT_X) | Type: PathExprSegNode           | Symbol: Symbol{name='INPUT_X', kind=CONSTANT, scopeLevel=0}
Node: INPUT_X              | Type: IdentifierNode            | Symbol: Symbol{name='INPUT_X', kind=CONSTANT, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='STATE_D', kind=CONSTANT, scopeLevel=0}
Node: PathExprSeg(STATE_D) | Type: PathExprSegNode           | Symbol: Symbol{name='STATE_D', kind=CONSTANT, scopeLevel=0}
Node: STATE_D              | Type: IdentifierNode            | Symbol: Symbol{name='STATE_D', kind=CONSTANT, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='transition_table', kind=PARAMETER, scopeLevel=1}
Node: PathExprSeg(transition_table) | Type: PathExprSegNode           | Symbol: Symbol{name='transition_table', kind=PARAMETER, scopeLevel=1}
Node: transition_table     | Type: IdentifierNode            | Symbol: Symbol{name='transition_table', kind=PARAMETER, scopeLevel=1}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='STATE_B', kind=CONSTANT, scopeLevel=0}
Node: PathExprSeg(STATE_B) | Type: PathExprSegNode           | Symbol: Symbol{name='STATE_B', kind=CONSTANT, scopeLevel=0}
Node: STATE_B              | Type: IdentifierNode            | Symbol: Symbol{name='STATE_B', kind=CONSTANT, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='INPUT_Y', kind=CONSTANT, scopeLevel=0}
Node: PathExprSeg(INPUT_Y) | Type: PathExprSegNode           | Symbol: Symbol{name='INPUT_Y', kind=CONSTANT, scopeLevel=0}
Node: INPUT_Y              | Type: IdentifierNode            | Symbol: Symbol{name='INPUT_Y', kind=CONSTANT, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='STATE_E', kind=CONSTANT, scopeLevel=0}
Node: PathExprSeg(STATE_E) | Type: PathExprSegNode           | Symbol: Symbol{name='STATE_E', kind=CONSTANT, scopeLevel=0}
Node: STATE_E              | Type: IdentifierNode            | Symbol: Symbol{name='STATE_E', kind=CONSTANT, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='transition_table', kind=PARAMETER, scopeLevel=1}
Node: PathExprSeg(transition_table) | Type: PathExprSegNode           | Symbol: Symbol{name='transition_table', kind=PARAMETER, scopeLevel=1}
Node: transition_table     | Type: IdentifierNode            | Symbol: Symbol{name='transition_table', kind=PARAMETER, scopeLevel=1}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='STATE_B', kind=CONSTANT, scopeLevel=0}
Node: PathExprSeg(STATE_B) | Type: PathExprSegNode           | Symbol: Symbol{name='STATE_B', kind=CONSTANT, scopeLevel=0}
Node: STATE_B              | Type: IdentifierNode            | Symbol: Symbol{name='STATE_B', kind=CONSTANT, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='INPUT_Z', kind=CONSTANT, scopeLevel=0}
Node: PathExprSeg(INPUT_Z) | Type: PathExprSegNode           | Symbol: Symbol{name='INPUT_Z', kind=CONSTANT, scopeLevel=0}
Node: INPUT_Z              | Type: IdentifierNode            | Symbol: Symbol{name='INPUT_Z', kind=CONSTANT, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='STATE_A', kind=CONSTANT, scopeLevel=0}
Node: PathExprSeg(STATE_A) | Type: PathExprSegNode           | Symbol: Symbol{name='STATE_A', kind=CONSTANT, scopeLevel=0}
Node: STATE_A              | Type: IdentifierNode            | Symbol: Symbol{name='STATE_A', kind=CONSTANT, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='output_table', kind=PARAMETER, scopeLevel=1}
Node: PathExprSeg(output_table) | Type: PathExprSegNode           | Symbol: Symbol{name='output_table', kind=PARAMETER, scopeLevel=1}
