=== Symbol Debug Test ===
Enter Rust code (Ctrl+D to finish):
Father relationships set successfully.
Self and Self semantic checking completed successfully.
Namespace semantic checking completed successfully.

=== Symbol Debug Output ===
Node: Function(pm_rand_update) | Type: FunctionNode              | Symbol: Symbol{name='pm_rand_update', kind=FUNCTION, scopeLevel=0}
Node: PathExprSeg(i32)     | Type: PathExprSegNode           | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: i32                  | Type: IdentifierNode            | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: r                    | Type: IdentifierNode            | Symbol: Symbol{name='r', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(i32)     | Type: PathExprSegNode           | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: i32                  | Type: IdentifierNode            | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: k                    | Type: IdentifierNode            | Symbol: Symbol{name='k', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(i32)     | Type: PathExprSegNode           | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: i32                  | Type: IdentifierNode            | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='x', kind=PARAMETER, scopeLevel=1}
Node: PathExprSeg(x)       | Type: PathExprSegNode           | Symbol: Symbol{name='x', kind=PARAMETER, scopeLevel=1}
Node: x                    | Type: IdentifierNode            | Symbol: Symbol{name='x', kind=PARAMETER, scopeLevel=1}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='q', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(q)       | Type: PathExprSegNode           | Symbol: Symbol{name='q', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: q                    | Type: IdentifierNode            | Symbol: Symbol{name='q', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: new_x                | Type: IdentifierNode            | Symbol: Symbol{name='new_x', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(i32)     | Type: PathExprSegNode           | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: i32                  | Type: IdentifierNode            | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='a', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(a)       | Type: PathExprSegNode           | Symbol: Symbol{name='a', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: a                    | Type: IdentifierNode            | Symbol: Symbol{name='a', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='x', kind=PARAMETER, scopeLevel=1}
Node: PathExprSeg(x)       | Type: PathExprSegNode           | Symbol: Symbol{name='x', kind=PARAMETER, scopeLevel=1}
Node: x                    | Type: IdentifierNode            | Symbol: Symbol{name='x', kind=PARAMETER, scopeLevel=1}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='k', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(k)       | Type: PathExprSegNode           | Symbol: Symbol{name='k', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: k                    | Type: IdentifierNode            | Symbol: Symbol{name='k', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='q', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(q)       | Type: PathExprSegNode           | Symbol: Symbol{name='q', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: q                    | Type: IdentifierNode            | Symbol: Symbol{name='q', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='r', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(r)       | Type: PathExprSegNode           | Symbol: Symbol{name='r', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: r                    | Type: IdentifierNode            | Symbol: Symbol{name='r', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='k', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(k)       | Type: PathExprSegNode           | Symbol: Symbol{name='k', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: k                    | Type: IdentifierNode            | Symbol: Symbol{name='k', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='new_x', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(new_x)   | Type: PathExprSegNode           | Symbol: Symbol{name='new_x', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: new_x                | Type: IdentifierNode            | Symbol: Symbol{name='new_x', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='new_x', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(new_x)   | Type: PathExprSegNode           | Symbol: Symbol{name='new_x', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: new_x                | Type: IdentifierNode            | Symbol: Symbol{name='new_x', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='m', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(m)       | Type: PathExprSegNode           | Symbol: Symbol{name='m', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: m                    | Type: IdentifierNode            | Symbol: Symbol{name='m', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='new_x', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(new_x)   | Type: PathExprSegNode           | Symbol: Symbol{name='new_x', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: new_x                | Type: IdentifierNode            | Symbol: Symbol{name='new_x', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: Const(MAZE_SIZE)     | Type: ConstItemNode             | Symbol: Symbol{name='MAZE_SIZE', kind=CONSTANT, scopeLevel=0}
Node: MAZE_SIZE            | Type: IdentifierNode            | Symbol: Symbol{name='MAZE_SIZE', kind=CONSTANT, scopeLevel=0}
Node: PathExprSeg(usize)   | Type: PathExprSegNode           | Symbol: Symbol{name='usize', kind=BUILTIN_TYPE, scopeLevel=0}
Node: usize                | Type: IdentifierNode            | Symbol: Symbol{name='usize', kind=BUILTIN_TYPE, scopeLevel=0}
Node: Const(MAX_STEPS)     | Type: ConstItemNode             | Symbol: Symbol{name='MAX_STEPS', kind=CONSTANT, scopeLevel=0}
Node: MAX_STEPS            | Type: IdentifierNode            | Symbol: Symbol{name='MAX_STEPS', kind=CONSTANT, scopeLevel=0}
Node: PathExprSeg(i32)     | Type: PathExprSegNode           | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: i32                  | Type: IdentifierNode            | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: Function(main)       | Type: FunctionNode              | Symbol: Symbol{name='main', kind=FUNCTION, scopeLevel=0}
Node: main                 | Type: IdentifierNode            | Symbol: Symbol{name='main', kind=FUNCTION, scopeLevel=0}
Node: maze                 | Type: IdentifierNode            | Symbol: Symbol{name='maze', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(i32)     | Type: PathExprSegNode           | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: i32                  | Type: IdentifierNode            | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='MAZE_SIZE', kind=CONSTANT, scopeLevel=0}
Node: PathExprSeg(MAZE_SIZE) | Type: PathExprSegNode           | Symbol: Symbol{name='MAZE_SIZE', kind=CONSTANT, scopeLevel=0}
Node: MAZE_SIZE            | Type: IdentifierNode            | Symbol: Symbol{name='MAZE_SIZE', kind=CONSTANT, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='MAZE_SIZE', kind=CONSTANT, scopeLevel=0}
Node: PathExprSeg(MAZE_SIZE) | Type: PathExprSegNode           | Symbol: Symbol{name='MAZE_SIZE', kind=CONSTANT, scopeLevel=0}
Node: MAZE_SIZE            | Type: IdentifierNode            | Symbol: Symbol{name='MAZE_SIZE', kind=CONSTANT, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='MAZE_SIZE', kind=CONSTANT, scopeLevel=0}
Node: PathExprSeg(MAZE_SIZE) | Type: PathExprSegNode           | Symbol: Symbol{name='MAZE_SIZE', kind=CONSTANT, scopeLevel=0}
Node: MAZE_SIZE            | Type: IdentifierNode            | Symbol: Symbol{name='MAZE_SIZE', kind=CONSTANT, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='MAZE_SIZE', kind=CONSTANT, scopeLevel=0}
Node: PathExprSeg(MAZE_SIZE) | Type: PathExprSegNode           | Symbol: Symbol{name='MAZE_SIZE', kind=CONSTANT, scopeLevel=0}
Node: MAZE_SIZE            | Type: IdentifierNode            | Symbol: Symbol{name='MAZE_SIZE', kind=CONSTANT, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='generate_maze', kind=FUNCTION, scopeLevel=0}
Node: PathExprSeg(generate_maze) | Type: PathExprSegNode           | Symbol: Symbol{name='generate_maze', kind=FUNCTION, scopeLevel=0}
Node: generate_maze        | Type: IdentifierNode            | Symbol: Symbol{name='generate_maze', kind=FUNCTION, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='maze', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(maze)    | Type: PathExprSegNode           | Symbol: Symbol{name='maze', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: maze                 | Type: IdentifierNode            | Symbol: Symbol{name='maze', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: start_x              | Type: IdentifierNode            | Symbol: Symbol{name='start_x', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(usize)   | Type: PathExprSegNode           | Symbol: Symbol{name='usize', kind=BUILTIN_TYPE, scopeLevel=0}
Node: usize                | Type: IdentifierNode            | Symbol: Symbol{name='usize', kind=BUILTIN_TYPE, scopeLevel=0}
Node: start_y              | Type: IdentifierNode            | Symbol: Symbol{name='start_y', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(usize)   | Type: PathExprSegNode           | Symbol: Symbol{name='usize', kind=BUILTIN_TYPE, scopeLevel=0}
Node: usize                | Type: IdentifierNode            | Symbol: Symbol{name='usize', kind=BUILTIN_TYPE, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='maze', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(maze)    | Type: PathExprSegNode           | Symbol: Symbol{name='maze', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: maze                 | Type: IdentifierNode            | Symbol: Symbol{name='maze', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='start_y', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(start_y) | Type: PathExprSegNode           | Symbol: Symbol{name='start_y', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: start_y              | Type: IdentifierNode            | Symbol: Symbol{name='start_y', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='start_x', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(start_x) | Type: PathExprSegNode           | Symbol: Symbol{name='start_x', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: start_x              | Type: IdentifierNode            | Symbol: Symbol{name='start_x', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: end_x                | Type: IdentifierNode            | Symbol: Symbol{name='end_x', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(usize)   | Type: PathExprSegNode           | Symbol: Symbol{name='usize', kind=BUILTIN_TYPE, scopeLevel=0}
Node: usize                | Type: IdentifierNode            | Symbol: Symbol{name='usize', kind=BUILTIN_TYPE, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='MAZE_SIZE', kind=CONSTANT, scopeLevel=0}
Node: PathExprSeg(MAZE_SIZE) | Type: PathExprSegNode           | Symbol: Symbol{name='MAZE_SIZE', kind=CONSTANT, scopeLevel=0}
Node: MAZE_SIZE            | Type: IdentifierNode            | Symbol: Symbol{name='MAZE_SIZE', kind=CONSTANT, scopeLevel=0}
Node: end_y                | Type: IdentifierNode            | Symbol: Symbol{name='end_y', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(usize)   | Type: PathExprSegNode           | Symbol: Symbol{name='usize', kind=BUILTIN_TYPE, scopeLevel=0}
Node: usize                | Type: IdentifierNode            | Symbol: Symbol{name='usize', kind=BUILTIN_TYPE, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='MAZE_SIZE', kind=CONSTANT, scopeLevel=0}
Node: PathExprSeg(MAZE_SIZE) | Type: PathExprSegNode           | Symbol: Symbol{name='MAZE_SIZE', kind=CONSTANT, scopeLevel=0}
Node: MAZE_SIZE            | Type: IdentifierNode            | Symbol: Symbol{name='MAZE_SIZE', kind=CONSTANT, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='maze', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(maze)    | Type: PathExprSegNode           | Symbol: Symbol{name='maze', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: maze                 | Type: IdentifierNode            | Symbol: Symbol{name='maze', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='end_y', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(end_y)   | Type: PathExprSegNode           | Symbol: Symbol{name='end_y', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: end_y                | Type: IdentifierNode            | Symbol: Symbol{name='end_y', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='end_x', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(end_x)   | Type: PathExprSegNode           | Symbol: Symbol{name='end_x', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: end_x                | Type: IdentifierNode            | Symbol: Symbol{name='end_x', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: path_len             | Type: IdentifierNode            | Symbol: Symbol{name='path_len', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(i32)     | Type: PathExprSegNode           | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: i32                  | Type: IdentifierNode            | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='solve_maze', kind=FUNCTION, scopeLevel=0}
Node: PathExprSeg(solve_maze) | Type: PathExprSegNode           | Symbol: Symbol{name='solve_maze', kind=FUNCTION, scopeLevel=0}
Node: solve_maze           | Type: IdentifierNode            | Symbol: Symbol{name='solve_maze', kind=FUNCTION, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='maze', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(maze)    | Type: PathExprSegNode           | Symbol: Symbol{name='maze', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: maze                 | Type: IdentifierNode            | Symbol: Symbol{name='maze', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='start_x', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(start_x) | Type: PathExprSegNode           | Symbol: Symbol{name='start_x', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: start_x              | Type: IdentifierNode            | Symbol: Symbol{name='start_x', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(i32)     | Type: PathExprSegNode           | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: i32                  | Type: IdentifierNode            | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='start_y', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(start_y) | Type: PathExprSegNode           | Symbol: Symbol{name='start_y', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: start_y              | Type: IdentifierNode            | Symbol: Symbol{name='start_y', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(i32)     | Type: PathExprSegNode           | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: i32                  | Type: IdentifierNode            | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='end_x', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(end_x)   | Type: PathExprSegNode           | Symbol: Symbol{name='end_x', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: end_x                | Type: IdentifierNode            | Symbol: Symbol{name='end_x', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(i32)     | Type: PathExprSegNode           | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: i32                  | Type: IdentifierNode            | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='end_y', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(end_y)   | Type: PathExprSegNode           | Symbol: Symbol{name='end_y', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: end_y                | Type: IdentifierNode            | Symbol: Symbol{name='end_y', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(i32)     | Type: PathExprSegNode           | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: i32                  | Type: IdentifierNode            | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='printlnInt', kind=FUNCTION, scopeLevel=0}
Node: PathExprSeg(printlnInt) | Type: PathExprSegNode           | Symbol: Symbol{name='printlnInt', kind=FUNCTION, scopeLevel=0}
Node: printlnInt           | Type: IdentifierNode            | Symbol: Symbol{name='printlnInt', kind=FUNCTION, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='path_len', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(path_len) | Type: PathExprSegNode           | Symbol: Symbol{name='path_len', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: path_len             | Type: IdentifierNode            | Symbol: Symbol{name='path_len', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: puzzle_result        | Type: IdentifierNode            | Symbol: Symbol{name='puzzle_result', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(i32)     | Type: PathExprSegNode           | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: i32                  | Type: IdentifierNode            | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='solve_logic_puzzle', kind=FUNCTION, scopeLevel=0}
Node: PathExprSeg(solve_logic_puzzle) | Type: PathExprSegNode           | Symbol: Symbol{name='solve_logic_puzzle', kind=FUNCTION, scopeLevel=0}
Node: solve_logic_puzzle   | Type: IdentifierNode            | Symbol: Symbol{name='solve_logic_puzzle', kind=FUNCTION, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='printlnInt', kind=FUNCTION, scopeLevel=0}
Node: PathExprSeg(printlnInt) | Type: PathExprSegNode           | Symbol: Symbol{name='printlnInt', kind=FUNCTION, scopeLevel=0}
Node: printlnInt           | Type: IdentifierNode            | Symbol: Symbol{name='printlnInt', kind=FUNCTION, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='puzzle_result', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(puzzle_result) | Type: PathExprSegNode           | Symbol: Symbol{name='puzzle_result', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: puzzle_result        | Type: IdentifierNode            | Symbol: Symbol{name='puzzle_result', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: error_val            | Type: IdentifierNode            | Symbol: Symbol{name='error_val', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(i32)     | Type: PathExprSegNode           | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: i32                  | Type: IdentifierNode            | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='run_control_flow_puzzle', kind=FUNCTION, scopeLevel=0}
Node: PathExprSeg(run_control_flow_puzzle) | Type: PathExprSegNode           | Symbol: Symbol{name='run_control_flow_puzzle', kind=FUNCTION, scopeLevel=0}
Node: run_control_flow_puzzle | Type: IdentifierNode            | Symbol: Symbol{name='run_control_flow_puzzle', kind=FUNCTION, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='printlnInt', kind=FUNCTION, scopeLevel=0}
Node: PathExprSeg(printlnInt) | Type: PathExprSegNode           | Symbol: Symbol{name='printlnInt', kind=FUNCTION, scopeLevel=0}
Node: printlnInt           | Type: IdentifierNode            | Symbol: Symbol{name='printlnInt', kind=FUNCTION, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='error_val', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(error_val) | Type: PathExprSegNode           | Symbol: Symbol{name='error_val', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: error_val            | Type: IdentifierNode            | Symbol: Symbol{name='error_val', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='printlnInt', kind=FUNCTION, scopeLevel=0}
Node: PathExprSeg(printlnInt) | Type: PathExprSegNode           | Symbol: Symbol{name='printlnInt', kind=FUNCTION, scopeLevel=0}
Node: printlnInt           | Type: IdentifierNode            | Symbol: Symbol{name='printlnInt', kind=FUNCTION, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='exit', kind=FUNCTION, scopeLevel=0}
Node: PathExprSeg(exit)    | Type: PathExprSegNode           | Symbol: Symbol{name='exit', kind=FUNCTION, scopeLevel=0}
Node: exit                 | Type: IdentifierNode            | Symbol: Symbol{name='exit', kind=FUNCTION, scopeLevel=0}
Node: Function(generate_maze) | Type: FunctionNode              | Symbol: Symbol{name='generate_maze', kind=FUNCTION, scopeLevel=0}
Node: generate_maze        | Type: IdentifierNode            | Symbol: Symbol{name='generate_maze', kind=FUNCTION, scopeLevel=0}
Node: maze                 | Type: IdentifierNode            | Symbol: Symbol{name='maze', kind=PARAMETER, scopeLevel=1}
Node: PathExprSeg(i32)     | Type: PathExprSegNode           | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: i32                  | Type: IdentifierNode            | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='MAZE_SIZE', kind=CONSTANT, scopeLevel=0}
Node: PathExprSeg(MAZE_SIZE) | Type: PathExprSegNode           | Symbol: Symbol{name='MAZE_SIZE', kind=CONSTANT, scopeLevel=0}
Node: MAZE_SIZE            | Type: IdentifierNode            | Symbol: Symbol{name='MAZE_SIZE', kind=CONSTANT, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='MAZE_SIZE', kind=CONSTANT, scopeLevel=0}
Node: PathExprSeg(MAZE_SIZE) | Type: PathExprSegNode           | Symbol: Symbol{name='MAZE_SIZE', kind=CONSTANT, scopeLevel=0}
Node: MAZE_SIZE            | Type: IdentifierNode            | Symbol: Symbol{name='MAZE_SIZE', kind=CONSTANT, scopeLevel=0}
Node: seed                 | Type: IdentifierNode            | Symbol: Symbol{name='seed', kind=PARAMETER, scopeLevel=1}
Node: PathExprSeg(i32)     | Type: PathExprSegNode           | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: i32                  | Type: IdentifierNode            | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: current_seed         | Type: IdentifierNode            | Symbol: Symbol{name='current_seed', kind=LOCAL_VARIABLE, scopeLevel=2}
Node: PathExprSeg(i32)     | Type: PathExprSegNode           | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: i32                  | Type: IdentifierNode            | Symbol: Symbol{name='i32', kind=BUILTIN_TYPE, scopeLevel=0}
Node: PathExpr             | Type: PathExprNode              | Symbol: Symbol{name='seed', kind=PARAMETER, scopeLevel=1}
Node: PathExprSeg(seed)    | Type: PathExprSegNode           | Symbol: Symbol{name='seed', kind=PARAMETER, scopeLevel=1}
Node: seed                 | Type: IdentifierNode            | Symbol: Symbol{name='seed', kind=PARAMETER, scopeLevel=1}
